entry_id	hebrew	translit	pos	definition	etym_type	etym_root	xref_bdb	xref_strong	xref_aug	xref_twot
anb	אֲחֹרַנִּית	ʾăḥōrannît	D	backwards	sub		a.cp.af	322		68e
anc	אֲחַשְׁדַּרְפַּן	ʾăḥašdarpan	N	satraps	single		a.cp.al	323		69
and	אֲחַשְׁוֵרוֹשׁ	ʾăḥašwērôš	Np	Ahasuerus			a.cp.am	325		
ane	אֲחַשְׁתָּרִי	ʾăḥaštārî	Np	Haakashtari (includ. the article)			a.cp.an	326		
anf	אֲחַשְׁתְּרָן	ʾăḥaštĕrān	A	royal	single		a.cp.ao	327		70
ang	אַט	ʾaṭ	D	gently	sub		a.cr.ac	328	b	72a
anh	אָטָד	ʾāṭād	N	bramble	sub		a.cq.ab	329		71a
ani	אטד	ʾṭd			main	אטד	a.cq.aa			71
anj	אֵטוּן	ʾēṭûn	N	thread	sub		a.cs.ab	330		73b
ank	אטט	ʾṭṭ			main	אטט	a.cr.aa			72
anl	אִטִּי	ʾiṭṭî	N	mutterer	sub		a.cr.ab	328	a	72a
anm	אָטַם	ʾāṭam	V	shut	main	אטם	a.cs.aa	331		73
ann	אִטֵּר	ʾiṭṭēr	A	shut up	sub		a.ct.ac	334		74a
ano	אָטֵר	ʾāṭēr	Np	Ater			a.ct.ab	333		
anp	אָטַר	ʾāṭar	V	shut up	main	אטר	a.ct.aa	332		74
anq	אִי	ʾî	D	not	main		a.cw.aa	336		77
anr	אִי	ʾî	Tj	alas!	main		a.cv.aa	337		76
ans	אִי	ʾî	N	coast	sub		a.br.ab	339		39a
ant	אִי	ʾî	N	jackal	sub		a.bv.ab	338		43a
anu	אַי	ʾay	D	where?	main		a.cu.aa	335		75
anv	אָיַב	ʾāyab	V	be hostile to	main	איב	a.cx.aa	340		78
anw	אָיַב	ʾāyab	N	be hostile to	sub		a.cx.aa	341		78
anx	אֵיבָה	ʾêbâ	N	enmity	sub		a.cx.ab	342		78a
any	אֵיד	ʾêd	N	distress	sub		a.bq.ad	343		38c
anz	אַיֵּה	ʾayyēh	D	where?	sub		a.cu.ab	346		75a
aoa	אַיָּה	ʾayyâ	Np	Aiah			a.bv.ad	345		
aob	אַיָּה	ʾayyâ	N	hawk	sub		a.bv.ac	344		43b
aoc	אִיּוֹב	ʾîyôb	Np	Job	sub		a.cx.ac	347		78b
aod	אִיזֶבֶל	ʾîzebel	Np	Jezebel			a.cw.ac	348		
aoe	אֵיךְ	ʾêk	D	how?	sub		a.cu.ac	349	a	75b
aof	אִי־כָבוֹד	ʾî-kābôd	Np	I-chabod			a.cw.ab	350		
aog	אֵיכָה	ʾêkâ	D	how?	sub		a.cu.ad	349	b	75c
aoh	אֵיכֹה	ʾêkōh	D	where	sub		a.cu.ae	351		75d
aoi	אֵיכָ֫כָה	ʾêkākâ	D	How?	sub		a.cu.af	349	c	75e
aoj	אֱיָל	ʾĕyāl	N	help	main		a.cx.aj	353		79
aok	אַ֫יִל	ʾayil	N	leader	sub		a.bx.ah	352	c	45f
aol	אַ֫יִל	ʾayil	N	terebinth	sub		a.bx.ai	352	d	45g
aom	אַ֫יִל	ʾayil	N	projecting pillar	sub		a.bx.ag	352	b	45e
aon	אַ֫יִל	ʾayil	N	ram	sub		a.bx.af	352	a	45d
aoo	אַיָּל	ʾayyāl	N	hart	sub		a.bx.at	354		45k
aop	אֵיל פָּארָן	ʾêl pāʾrān	Np	El-paran			a.bx.aj	364		
aoq	אַיָּלָה	ʾayyālâ	N	hind	sub		a.bx.au	355		45l
aor	אַיָּלוֹן	ʾayyālôn	Np	Aijalon			a.bx.av	357		
aos	אֵילוֹן בֵּית חָנָן	ʾêlôn bêt ḥānān	Np	Elon-bethhanan			b.bp.au	358		
aot	אֱיָלוּת	ʾĕyālût	N	power	sub		a.cx.ak	360		79a
aou	אֵילוֹת	ʾêlôt	Np	Elath			a.bx.ar	359	b	
aov	אֵילִם	ʾêlim	Np	Elim			a.bx.ak	362		
aow	אֵילָם	ʾêlām	N	porch	sub		a.bx.as	361		45j
aox	אֵילַת	ʾêlat	Np	Elath			a.bx.aq	359	a	
aoy	אַיֶּלֶת	ʾayyelet	N	hind	sub		a.bx.au	365		45l
aoz	אָיֹם	ʾāyōm	A	terrible	sub		a.cy.ab	366		80a
apa	אים	ʾym			main	אים	a.cy.aa			80
apb	אֵימָה	ʾêmâ	N	terror	sub		a.cy.ac	367		80b
apc	אֵימִים	ʾêmîm	Np	Emims			a.cy.ad	368		
apd	אִין	ʾîn	D	is it not?	sub		a.cz.ab	371		81
ape	אַ֫יִן	ʾayin	D	whence?	sub		a.cu.ag	370		75f
apf	אַ֫יִן	ʾayin	D	nothing	main	אין	a.cz.aa	369		81
apg	אִיעֶזֶר	ʾîʿezer	Np	Jeezer			a.ae.at	372		
aph	אִיעֶזְרִי	ʾîʿezrî	A	an Iezrite			a.ae.au	373		
api	אֵיפָה	ʾêpâ	N	ephah	single		a.cz.ac	374		82
apj	אֵיפֹה	ʾêpōh	D	what place?	sub		a.cu.ai	375		75h
apk	אִישׁ	ʾîš	N	man	sub		a.da.ab	376		83a
apl	אישׁ	ʾyš			main	אישׁ	a.da.aa			83
apm	אִישׁ־בֹ֫שֶׁת	ʾîš-bōšet	Np	Ish-bosheth			a.da.ac	378		
apn	אִישְׁהוֹד	ʾîšĕhôd	Np	Ishod			a.da.ad	379		
apo	אִישׁוֹן	ʾîšôn	N	pupil	sub		a.da.ae	380		83b
app	אִישׁ־חַיִל	ʾîš-ḥayil	N	a valiant man			a.da.ab	381		
apq	אִישׁ־טוֹב	ʾîš-ṭôb	Np	Ish-tob			a.da.ab	382		
apr	אִיתוֹן	ʾîtôn	N	entrance	sub		a.go.ab	2978		188a
aps	אִיתִיאֵל	ʾîtîʾēl	Np	Ithiel			a.gn.ad	384		
apt	אִיתָמָר	ʾîtāmār	Np	Ithamar			a.br.ac	385		
apu	אֵיתָן	ʾêtān	A	perennial	sub		j.ee.ab	386		935a
apv	אֵיתָן	ʾêtān	Np	Ethan			j.ee.ac	387		
apw	אֵיתָנִים	ʾêtānîm	Np	Ethanim			j.ee.ab	388		
apx	אַךְ	ʾak	D	surely	single		a.da.ak	389		84
apy	אַכַּד	ʾakkad	Np	Accad	main		a.db.aa	390		
apz	אַכְזָב	ʾakzāb	A	deceptive	sub		k.ba.af	391		970b
aqa	אַכְזִיב	ʾakzîb	Np	Achzib			k.ba.ag	392		
aqb	אַכְזָר	ʾakzār	A	cruel	sub		k.bb.ab	393		971a
aqc	אַכְזָרִי	ʾakzārî	A	cruel	sub		k.bb.ac	394		971b
aqd	אַכְזְרִיּוּת	ʾakzĕrîyût	N	cruelty	sub		k.bb.ad	395		971c
aqe	אֲכִילָה	ʾăkîlâ	N	an eating	sub		a.dc.ae	396		85c
aqf	אָכִישׁ	ʾākîš	Np	Achish			a.db.ad	397		
aqg	אָכַל	ʾākal	V	eat	main	אכל	a.dc.aa	398		85
aqh	אֹ֫כֶל	ʾōkel	N	food	sub		a.dc.ab	400		85a
aqi	אֻכָל	ʾukāl	Np	Ucal			a.dc.ad	401		
aqj	אׇכְלָה	ʾoklâ	N	food	sub		a.dc.ac	402		85b
aqk	אָכֵן	ʾākēn	D	firmly	main	אכן	a.dd.aa	403		86
aql	אֶ֫כֶף	ʾekep	N	pressure	sub		a.de.ab	405		87a
aqm	אָכַף	ʾākap	V	press	main	אכף	a.de.aa	404		87
aqn	אִכָּר	ʾikkār	N	ploughman	sub		a.df.ab	406		88a
aqo	אכר	ʾkr			main	אכר	a.df.aa			88
aqp	אַכְשָׁף	ʾakšāp	Np	Achshaph	sub		k.dl.ab	407		
aqq	אֵל	ʾēl	N	god	sub		a.dl.ab	410		93a
aqr	אֵל	ʾēl	P	these	main	אלה	a.dj.aa	411		92
aqs	אֶל	ʾel	R	motion to	main		a.di.aa	413		91
aqt	אַל	ʾal			main		a.dg.aa			89
aqu	אַל	ʾal	D	not	main		a.dh.aa	408		90
aqv	אֵל אֱלֹהֵי יִשְׂרָאֵל	ʾēl ʾĕlōhê yiśrāʾēl	Np	Elelohe-israel			a.dl.ab	415		
aqw	אֵל בֵּית־אֵל	ʾēl bêt-ʾēl	Np	El-beth-el			a.dl.ab	416		
aqx	אֵל בְּרִית	ʾēl bĕrît	Np	Berith			a.dl.ab	1286		
aqy	אַל תַּשְׁחֵת	ʾal tašḥēt	N	go to ruin	sub		v.cq.aa	516		
aqz	אֵלָא	ʾēlāʾ	Np	Elah			a.dk.ac	414		
ara	אֶלְגָּבִישׁ	ʾelgābîš	N	hail	sub		a.dg.ab	417		89a
arb	אַלְגּוּמִּים	ʾalgûmmîm	N	sandal-wood	sub		a.dg.ac	418		89b
arc	אֶלְדָּד	ʾeldād	Np	Eldad			a.dl.ae	419		
ard	אֶלְדָּעָה	ʾeldāʿâ	Np	Eldaah			a.dl.af	420		
are	אֱלֹהַּ	ʾĕlōah	N	god	sub		a.dl.ac	433		93b
arf	אֵלָה	ʾēlâ	N	terebinth	sub		a.bx.al	424		45h
arg	אֵלָה	ʾēlâ	Np	Elah			a.bx.am	425		
arh	אֵ֫לֶּה	ʾēlleh	P	these	main	אלה	a.dk.aa	428		92
ari	אַלָּה	ʾallâ	N	oak	sub		a.dq.ab	427		100a
arj	אָלָה	ʾālâ	V	wail	main	אלה	a.dn.aa	421		95
ark	אָלָה	ʾālâ	V	swear	main	אלה	a.dm.aa	422		94
arl	אָלָה	ʾālâ	N	oath	sub		a.dm.ab	423		94a
arm	אלה	ʾlh			main	אלה	a.dl.aa			93
arn	אֱלֹהִים	ʾĕlōhîm	N	gods	sub		a.dl.ad	430		93c
aro	אִלּוּ	ʾillû	C	if	single		a.dn.ac	432		96
arp	אֱלוּל	ʾĕlûl	Np	Elul	single		a.dn.ad	435		97
arq	אֱלוּל	ʾĕlûl	A	good for nothing	sub		a.dp.ab	434		99a
arr	אֵלוֹן	ʾēlôn	Np	Elon			a.bx.ao	356		
ars	אֵלוֹן	ʾēlôn	N	terebinth	sub		a.bx.an	436		45i
art	אַלּוֹן	ʾallôn	Np	Allon			a.dq.ad	438		
aru	אַלּוֹן	ʾallôn	N	oak	sub		a.dq.ac	437		100b
arv	אַלּוֹן בָּכוּת	ʾallôn bākût	N	weeping	sub		b.bq.ad	439		243c
arw	אַלּוּף	ʾallûp	A	tame	sub		a.ds.ac	441	a	108b
arx	אַלּוּף	ʾallûp	N	chief	sub		a.dt.ac	441	b	109b
ary	אָלוּשׁ	ʾālûš	Np	Alush			a.dn.ae	442		
arz	אֶלְזָבָד	ʾelzābād	Np	Elzabad			a.dl.ag	443		
asa	אָלַח	ʾālaḥ	V	be corrupt	main	אלח	a.do.aa	444		98
asb	אֶלְחָנָן	ʾelḥānān	Np	Elkanan			a.dl.ah	445		
asc	אֱלִיאָב	ʾĕlîʾāb	Np	Eliab			a.dl.ai	446		
asd	אֱלִיאֵל	ʾĕlîʾēl	Np	Eliel			a.dl.aj	447		
ase	אֳלִיאָ֫תָה	ʾŏlîʾātâ	Np	Eliathah			a.dl.ak	448		
asf	אֱלִידָד	ʾĕlîdād	Np	Elidad			a.dl.al	449		
asg	אֶלְיָדָע	ʾelyādāʿ	Np	Eliada			a.dl.am	450		
ash	אֵלִיָּה	ʾēlîyâ	Np	Elijah			a.dl.an	452		
asi	אַלְיָה	ʾalyâ	N	fat tail	sub		a.dn.ab	451		95a
asj	אֱלִיהוּ	ʾĕlîhû	Np	Elihu			a.dl.ao	453		
ask	אֶלְיְהוֹעֵינַי	ʾelyĕhôʿênay	Np	Elihoenai			a.di.ab	454	a	
asl	אֶלְיוֹעֵינַי	ʾelyôʿênay	Np	Elihoenai			a.di.ac	454	b	
asm	אֶלְיוֹעֵינַי	ʾelyôʿênay	Np	Elienai			a.di.ac	462		
asn	אֶלְיַחְבָּא	ʾelyaḥbāʾ	Np	Eliahbah			a.dl.ap	455		
aso	אֱלִיחֹ֫רֶף	ʾĕlîḥōrep	Np	Elihoreph			a.dl.aq	456		
asp	אֱלִיל	ʾĕlîl	N	insufficiency	sub		a.dp.ac	457		99a
asq	אֱלִימֶ֫לֶךְ	ʾĕlîmelek	Np	Elimelech			a.dl.ar	458		
asr	אֶלְיָסָף	ʾelyāsāp	Np	Eliasaph			a.dl.as	460		
ass	אֱלִיעֶ֫זֶר	ʾĕlîʿezer	Np	Eliezer			a.dl.at	461		
ast	אֱלִיעָם	ʾĕlîʿām	Np	Eliam			a.dl.au	463		
asu	אֱלִיפַז	ʾĕlîpaz	Np	Eliphaz			a.dl.av	464		
asv	אֱלִיפָל	ʾĕlîpāl	Np	Eliphal			a.dl.aw	465		
asw	אֱלִיפְלֵ֫הוּ	ʾĕlîpĕlēhû	Np	Elipheleh			a.dl.ax	466		
asx	אֲלִיפֶ֫לֶט	ʾălîpeleṭ	Np	Eliphalet			a.dl.ay	467		
asy	אֱלִיצוּר	ʾĕlîṣûr	Np	Elizur			a.dl.az	468		
asz	אֱלִיצָפָן	ʾĕlîṣāpān	Np	Elizaphan			a.dl.ba	469		
ata	אֱלִיקָא	ʾĕlîqāʾ	Np	Elika			a.dl.bb	470		
atb	אֶלְיָקִים	ʾelyāqîm	Np	Eliakim			a.dl.bc	471		
atc	אֱלִישֶׁ֫בַע	ʾĕlîšebaʿ	Np	Elisheba			a.dl.bd	472		
atd	אֱלִישָׁה	ʾĕlîšâ	Np	Elishah			a.do.ac	473		
ate	אֱלִישׁוּעַ	ʾĕlîšûaʿ	Np	Elishua			a.dl.be	474		
atf	אֶלְיָשִׁיב	ʾelyāšîb	Np	Eliashib			a.dl.bf	475		
atg	אֱלִישָׁמָע	ʾĕlîšāmāʿ	Np	Elishama			a.dl.bg	476		
ath	אֱלִישָׁע	ʾĕlîšāʿ	Np	Elisha			a.dl.bh	477		
ati	אֱלִישָׁפָט	ʾĕlîšāpāṭ	Np	Elishaphat			a.dl.bi	478		
atj	אלל	ʾll			main	אלל	a.dq.aa			100
atk	אלל	ʾll			main	אלל	a.dp.aa			99
atl	אַלְלַי	ʾalĕlay	Tj	alas!	main		a.dr.aa	480		101
atm	אִלֵּם	ʾillēm	A	dumb	sub		a.dr.ae	483		102c
atn	אֵ֫לֶם	ʾēlem	N	silence	sub		a.dr.ad	482		102b
ato	אָלַם	ʾālam	V	bind	main	אלם	a.dr.ab	481		102
atp	אַלְמֻגִּים	ʾalmuggîm	N	almug	sub		a.dg.ad	484		89c
atq	אֲלֻמָה	ʾălumâ	N	sheaf	sub		a.dr.ac	485		102a
atr	אַלְמוֹדָד	ʾalmôdād	Np	Almodad			a.dg.ae	486		
ats	אַלַּמֶּלֶךְ	ʾallammelek	Np	Alammelech			a.dq.ae	487		
att	אַלְמָן	ʾalmān	A	forsaken	single		a.dr.ah	488		103
atu	אַלְמֹן	ʾalmōn	N	widowhood	single		a.dr.ai	489		104
atv	אַלְמָנָה	ʾalmānâ	N	widow	single		a.dr.aj	490		105
atw	אַלְמָנוּת	ʾalmānût	N	widowhood	single		a.dr.ak	491		106
atx	אַלְמֹנִי	ʾalmōnî	A	some one	single		a.dr.al	492		107
aty	אֵלֹנִי	ʾēlōnî	Ag	Elonite			a.bx.ap	440		
atz	אֶלְנָ֑עַם	ʾelnāʿam	Np	Elnaam			a.dl.bl	493		
aua	אֶלְנָתָן	ʾelnātān	Np	Elnathan			a.dl.bm	494		
aub	אֶלָּסָר	ʾellāsār	Np	Ellasar			a.dr.am	495		
auc	אֶלְעָד	ʾelʿād	Np	Elead			a.dl.bn	496		
aud	אֶלְעָדָה	ʾelʿādâ	Np	Eladah			a.dl.bo	497		
aue	אֶלְעוּזַי	ʾelʿûzay	Np	Eluzai			a.dl.bp	498		
auf	אֶלְעָזָר	ʾelʿāzār	Np	Eleazar			a.dl.bq	499		
aug	אֶלְעָלֵא	ʾelʿālēʾ	Np	Elealeh			a.dl.br	500		
auh	אֶלְעָשָׂה	ʾelʿāśâ	Np	Elasah			a.dl.bs	501		
aui	אֶ֫לֶף	ʾelep	N	thousand	main	אלף	a.dt.aa	505		109a
auj	אֶ֫לֶף	ʾelep	N	cattle	sub		a.ds.ab	504		108a
auk	אֶ֫לֶף	ʾelep	Np	Eleph			a.dt.ab	507		
aul	אָלַף	ʾālap	V	learn	main	אלף	a.ds.aa	502		108
aum	אָלַף	ʾālap	V	thousand	sub		a.dt.aa	503		109
aun	אֶלְפַּ֫עַל	ʾelpaʿal	Np	Elpaal			a.dl.bu	508		
auo	אָלַץ	ʾālaṣ	V	urge	main	אלץ	a.du.aa	509		110
aup	אַלְקוּם	ʾalqûm	N	band of soldiers	sub		a.dg.af	510		89d
auq	אֶלְקָנָה	ʾelqānâ	Np	Elkanah			a.dl.bw	511		
aur	אֶלְקֹשִׁי	ʾelqōšî	Ag	Elkoshite			a.du.ac	512		
aus	אֶלְתּוֹלַד	ʾeltôlad	Np	Eltolad			a.dg.ag	513		
aut	אֶלְתְּקֵא	ʾeltĕqēʾ	Np	Eltekeh			a.du.ad	514		
auu	אֶלְתְּקֹן	ʾeltĕqōn	Np	Eltekon			a.du.ae	515		
auv	אִם	ʾim	T	if	single		a.du.af	518	a	111
auw	אֵם	ʾēm	N	mother	sub		a.dx.ab	517		115a
aux	אַמָּה	ʾammâ	N	foundation	sub		a.dx.ae	520	b	115d
auy	אַמָּה	ʾammâ	N	ell	sub		a.dx.ad	520	a	115c
auz	אַמָּה	ʾammâ	Np	Ammah			a.dx.af	522		
ava	אָמָה	ʾāmâ	N	maid	sub		a.dv.ab	519		112
avb	אֻמָּה	ʾummâ	N	tribe	sub		a.dx.ag	523		115e
avc	אמה	ʾmh			main	אמה	a.dv.aa			
avd	אָמוֹן	ʾāmôn	Np	Amon			a.dy.ao	526		
ave	אָמוֹן	ʾāmôn	Np	multitude	single		a.dv.ac	528		113
avf	אָמוֹן	ʾāmôn	N	artificer	sub		a.dy.an	527		116l
avg	אָמוֹן	ʾāmôn	N	artificer	sub		a.dy.an	525		116l
avh	אֱמוּנָה	ʾĕmûnâ	N	firmness	sub		a.dy.af	530		116e
avi	אָמוֹץ	ʾāmôṣ	Np	Amoz			a.dz.ad	531		
avj	אָמִי	ʾāmî	Np	Ami			a.dv.ad	532		
avk	אַמִּיץ	ʾammîṣ	A	mighty	sub		a.dz.af	533		117d
avl	אָמִיר	ʾāmîr	N	top	sub		a.ea.af	534		118d
avm	אָמַל	ʾāmal	V	be weak	main	אמל	a.dw.aa	535		114
avn	אֲמֵלָל	ʾămēlāl	A	feeble	sub		a.dw.ab	537		114a
avo	אֻמְלַל	ʾumlal	A	sick	sub		a.dw.ac	536		114b
avp	אֲמָם	ʾămām	Np	Amam			a.dx.ah	538		
avq	אמם	ʾmm			main	אמם	a.dx.aa			115
avr	אֵמֻן	ʾēmun	N	trusting	sub		a.dy.ae	529		116d
avs	אָמֵן	ʾāmēn	D	verily	sub		a.dy.ac	543		116b
avt	אָמַן	ʾāman	V	go to	sub		j.bs.ae	541		872
avu	אָמַן	ʾāman	V	confirm	main	אמן	a.dy.aa	539		116
avv	אָמָּן	ʾāmmān	N	master-workman	sub		a.dy.ad	542		116c
avw	אֹ֫מֶן	ʾōmen	N	faithfulness	sub		a.dy.ab	544		116a
avx	אֲמָנָה	ʾămānâ	Np	Amana			a.dy.aj	549		
avy	אֲמָנָה	ʾămānâ	N	faith	sub		a.dy.ai	548		116h
avz	אֹמְנָה	ʾōmĕnâ	N	confirm	sub		a.dy.aa	547		116
awa	אׇמְנָה	ʾomnâ	D	verily	sub		a.dy.ah	546		116g
awb	אׇמְנָה	ʾomnâ	N	bringing up	sub		a.dy.ag	545		116f
awc	אַמְנוֹן	ʾamnôn	Np	Amnon			a.dy.ap	550		
awd	אֻמְנָם	ʾumnām	D	verily	sub		a.dy.ak	552		116i
awe	אׇמְנָם	ʾomnām	D	verily	sub		a.dy.al	551		116j
awf	אָמֵץ	ʾāmēṣ	V	be stout	main	אמץ	a.dz.aa	553		117
awg	אָמֹץ	ʾāmōṣ	A	strong	sub		a.dz.ae	554		117c
awh	אֹ֫מֶץ	ʾōmeṣ	N	strength	sub		a.dz.ab	555		117a
awi	אַמְצָה	ʾamṣâ	N	strength	sub		a.dz.ac	556		117b
awj	אַמְצִי	ʾamṣî	Np	Amzi			a.dz.ag	557		
awk	אֲמַצְיָ֫הוּ	ʾămaṣyāhû	Np	Amaziah			a.dz.ah	558		
awl	אִמֵּר	ʾimmēr	Np	Immer			a.ea.ag	564		
awm	אֵמֶר	ʾēmer	N	utterance	sub		a.ea.ab	561		118a
awn	אָמַר	ʾāmar	V	utter	main	אמר	a.ea.aa	559		118
awo	אֹמֶר	ʾōmer	N	utterance	sub		a.ea.ab	562		118a
awp	אִמְרָה	ʾimrâ	N	utterance	sub		a.ea.ac	565	a	118b
awq	אֶמְרָה	ʾemrâ	N	utterance	sub		a.ea.ad	565	b	118c
awr	אֱמֹרִי	ʾĕmōrî	Np	Amorite	single		a.ea.ah	567		119
aws	אִמְרִי	ʾimrî	Np	Imri			a.ea.ai	566		
awt	אֲמַרְיָ֫הוּ	ʾămaryāhû	Np	Amariah			a.ea.aj	568		
awu	אַמְרָפֶל	ʾamrāpel	Np	Amraphel			a.ea.al	569		
awv	אֶ֫מֶשׁ	ʾemeš	D	yesterday	single		a.ea.am	570		120
aww	אֱמֶת	ʾĕmet	N	firmness	sub		a.dy.am	571		116k
awx	אַמְתַּ֫חַת	ʾamtaḥat	N	sack	sub		m.ec.ab	572		1265a
awy	אֲמִתַּי	ʾămittay	Np	Amittai			a.dy.ar	573		
awz	אָן	ʾān	D	where?	sub		a.cu.ah	575		75g
axa	אֹן	ʾōn	Np	On	single		a.ea.aq	204		121
axb	אָֽנָּ֫א	ʾānnāʾ	Tj	ah	single		a.ea.as	577		122
axc	אנב	ʾnb			main	אנב	a.eb.aa			123
axd	אָנָה	ʾānâ	V	be opportune	main	אנה	a.ee.aa	579		126
axe	אָנָה	ʾānâ	V	mourn	main	אנה	a.ec.aa	578		124
axf	אנה	ʾnh			main	אנה	a.ed.aa			125
axg	אֲנוּ	ʾănû	Pp	we	main		a.eh.aa	580		128
axh	אֱנוֹשׁ	ʾĕnôš	N	man	sub		a.ep.ab	582		136a
axi	אֱנוֹשׁ	ʾĕnôš	Np	Enos			a.ep.ac	583		
axj	אָנַח	ʾānaḥ	V	sigh	main	אנח	a.ef.aa	584		127
axk	אֲנָחָה	ʾănāḥâ	N	sighing	sub		a.ef.ab	585		127a
axl	אֲנַ֫חְנוּ	ʾănaḥnû	Pp	we	main		a.ej.aa	587		128
axm	אֲנָֽחֲרָ֑ת	ʾănāḥărāt	Np	Anaharath			a.ef.ad	588		
axn	אֲנִי	ʾănî	Pp	I	main		a.eg.aa	589		129
axo	אֳנִי	ʾŏnî	N	ships	sub		a.ed.ab	590		125a
axp	אֲנִיָּה	ʾănîyâ	N	mourning	sub		a.ec.ab	592		124a
axq	אֳנִיָּה	ʾŏnîyâ	N	a ship	sub		a.ed.ac	591		125b
axr	אֲנִיעָם	ʾănîʿām	Np	Aniam			a.ec.ad	593		
axs	אֲנָךְ	ʾănāk	N	plummet	single		a.ej.ac	594		129.1
axt	אָֽנֹכִ֫י	ʾānōkî	Pp	I	main		a.ei.aa	595		130
axu	אָנַן	ʾānan	V	complain	main	אנן	a.ek.aa	596		131
axv	אָנַס	ʾānas	V	compel	main	אנס	a.el.aa	597		132
axw	אָנַף	ʾānap	V	be angry	main	אנף	a.em.aa	599		133
axx	אֲנָפָה	ʾănāpâ	N	unclean bird	sub		a.em.ad	601		133b
axy	אָנַק	ʾānaq	V	cry	main	אנק	a.en.aa	602		134
axz	אֲנָקָה	ʾănāqâ	N	crying	sub		a.en.ab	603		134a
aya	אֲנָקָה	ʾănāqâ	N	ferret	sub		a.en.ac	604		134b
ayb	אָנַשׁ	ʾānaš	V	be weak	main	אנשׁ	a.eo.aa	605		135
ayc	אנשׁ	ʾnš			main	אנשׁ	a.eq.aa			137
ayd	אנשׁ	ʾnš			main	אנשׁ	a.ep.aa			136
aye	אנת	ʾnt			main	אנת	a.er.aa			
ayf	אָסָא	ʾāsāʾ	Np	Asa			a.es.ab	609		
ayg	אסה	ʾsh			main	אסה	a.es.aa			
ayh	אסה	ʾsh			main	אסה	a.et.aa			138
ayi	אָסוּךְ	ʾāsûk	N	flask	sub		o.ar.ab	610		1474a
ayj	אָסוֹן	ʾāsôn	N	mischief	sub		a.et.ab	611		138a
ayk	אֵסוּר	ʾēsûr	N	band	sub		a.ew.ab	612		141a
ayl	אָסִיף	ʾāsîp	N	ingathering	sub		a.ev.ad	614		140b
aym	אַסִּיר	ʾassîr	Np	Assir			a.ew.ae	617		
ayn	אַסִּיר	ʾassîr	N	prisoners	sub		a.ew.ad	616		141c
ayo	אָסִיר	ʾāsîr	N	bondman	sub		a.ew.ac	615		141b
ayp	אָסָם	ʾāsām	N	storehouse	sub		a.eu.ab	618		139a
ayq	אסם	ʾsm			main	אסם	a.eu.aa			139
ayr	אַסְנָה	ʾasnâ	Np	Asnah			a.eu.ac	619		
ays	אָֽסְנַת	ʾāsĕnat	Np	Asenath			a.eu.ad	621		
ayt	אָסַף	ʾāsap	V	gather	main	אסף	a.ev.aa	622		140
ayu	אָסָף	ʾāsāp	Np	Asaph			a.ev.ac	623		
ayv	אָסֹף	ʾāsōp	N	store	sub		a.ev.ae	624		140c
ayw	אֹ֫סֵף	ʾōsēp	N	gathering	sub		a.ev.ab	625		140a
ayx	אֲסֵפָה	ʾăsēpâ	N	a collecting	sub		a.ev.af	626		140d
ayy	אֲסֻפָּה	ʾăsuppâ	N	collection	sub		a.ev.ag	627		140e
ayz	אֲסַפְסֻף	ʾăsapsup	N	collection	sub		a.ev.ah	628		140f
aza	אַסְפָּ֑תָא	ʾaspātāʾ	Np	Aspatha			a.ev.ai	630		
azb	אִסָּר	ʾissār	N	bond	sub		a.ew.af	632		141d
azc	אָסַר	ʾāsar	V	tie	main	אסר	a.ew.aa	631		141
azd	אֵסַר־חַדּוֹן	ʾēsar-ḥaddôn	Np	Esar-haddon			a.ew.ak	634		
aze	אֶסְתֵּר	ʾestēr	Np	Esther			a.ew.al	635		
azf	אַף	ʾap	N	nostril	sub		a.em.ab	639		133a
azg	אַף	ʾap	T	also	main		a.ex.aa	637		142
azh	אֵפֹד	ʾēpōd	Np	Ephod			a.ey.ac	641		
azi	אָפַד	ʾāpad	V	gird on ephod	sub		a.ey.ad	640		142.1
azj	אפד	ʾpd			main	אפד	a.ey.aa			
azk	אֲפֻדָּה	ʾăpuddâ	N	ephod	sub		a.ey.ae	642		142.1b?
azl	אַפֶּ֫דֶן	ʾappeden	N	palace	single		a.ey.af	643		142.2
azm	אָפָה	ʾāpâ	V	bake	main	אפה	a.ez.aa	644		143
azn	אֵפוֹ	ʾēpô	T	then	main		a.fa.aa	645		144
azo	אֵפוֹד	ʾēpôd	N	ephod	sub		a.ey.ab	646		142.1a
azp	אֲפִיחַ	ʾăpîaḥ	Np	Aphiah			a.fa.ab	647		
azq	אָפִיל	ʾāpîl	A	late	sub		a.fb.ae	648		145d
azr	אַפַּיִם	ʾappayim	Np	Appaim			a.em.ac	649		
azs	אָפִיק	ʾāpîq	N	channel	sub		a.ff.ab	650		149a
azt	אָפֵל	ʾāpēl	A	gloomy	sub		a.fb.ac	651		145b
azu	אֹ֫פֶל	ʾōpel	N	darkness	sub		a.fb.ab	652		145a
azv	אפל	ʾpl			main	אפל	a.fb.aa			145
azw	אֲפֵלָה	ʾăpēlâ	N	darkness	sub		a.fb.ad	653		145c
azx	אֶפְלָל	ʾeplāl	Np	Ephlal			q.bq.ai	654		
azy	אֹ֫פֶן	ʾōpen	N	circumstance	sub		a.fc.ac	655		146b
azz	אפן	ʾpn			main	אפן	a.fc.aa			146
